date,open,high,low,close,volume,mktcap
2017-02-28,0.005608,0.005631000000000001,0.005438,0.005536,1693350,208297000
2017-03-01,0.005525,0.005547,0.005372,0.005408,1630460,205222000
2017-03-02,0.005419,0.006217,0.005408,0.005991,3811500,201301000
2017-03-03,0.005988,0.006346,0.005968,0.006339,2703850,224009000
2017-03-04,0.006354,0.006497,0.006278,0.006299,1372440,237670000
2017-03-05,0.00629,0.006389,0.006129,0.006129,1044760,235301000
2017-03-06,0.006129,0.006221,0.006047,0.006057,1023500,229280000
2017-03-07,0.006057,0.0065769999999999995,0.005974,0.006534000000000001,2901920,226570000
2017-03-08,0.006551,0.006776000000000001,0.006363000000000001,0.006509,3432500,245051000
2017-03-09,0.0064849999999999994,0.006606,0.006423000000000001,0.006498,2064660,242570000
2017-03-10,0.006503,0.006546,0.00605,0.006227,3144440,242488000
2017-03-11,0.006229,0.006383,0.00613,0.0062380000000000005,1818590,232266000
2017-03-12,0.006214,0.006313,0.006086,0.006255,1531030,231721000
2017-03-13,0.006271,0.006429000000000001,0.006156,0.006385,2561890,233853000
2017-03-14,0.006346,0.006406,0.0062770000000000005,0.006381,1358830,236634000
2017-03-15,0.006370000000000001,0.0065,0.006301,0.006314,1376090,237552000
2017-03-16,0.006319,0.006409000000000001,0.006213000000000001,0.0063939999999999995,3860210,235622000
2017-03-17,0.006406,0.006406,0.0059700000000000005,0.006116,3442010,239193000
2017-03-18,0.006137,0.007396,0.006118,0.00671,7223300,229142000
2017-03-19,0.006736,0.007198,0.006556,0.006912000000000001,4241970,251511000
2017-03-20,0.006915,0.007112,0.006761,0.006975,3423710,258208000
2017-03-21,0.006996,0.007075,0.006792,0.006909,3021440,261234000
2017-03-22,0.006908,0.00746,0.006881999999999999,0.007301,4652530,257915000
2017-03-23,0.0072840000000000005,0.010582,0.007258,0.010582,12315100,271965000
2017-03-24,0.010528000000000001,0.010825,0.009136,0.010518000000000001,24493700,393620000
2017-03-25,0.010502,0.010711,0.009040000000000001,0.009115999999999999,11334900,392674000
2017-03-26,0.009159,0.00984,0.009079,0.009545,5475230,342448000
2017-03-27,0.009481999999999999,0.010053,0.009155,0.009597,6336150,354514000
2017-03-28,0.009568,0.009644,0.00928,0.009514,3111280,357724000
2017-03-29,0.009526,0.010101,0.00952,0.010101,3344230,356171000
2017-03-30,0.010125,0.014126,0.010125,0.013276,19821800,378563000
2017-03-31,0.013049000000000002,0.021776,0.013049000000000002,0.020888999999999998,72699400,487885000
2017-04-01,0.021743000000000002,0.022798,0.019663999999999997,0.021892,30657700,812963000
2017-04-02,0.021938,0.07144099999999999,0.021696,0.061159000000000005,230622000,820232000
2017-04-03,0.060292,0.061594,0.027447000000000003,0.033023000000000004,155550000,2261800000
2017-04-04,0.033032,0.040701999999999995,0.028324000000000002,0.037455,78538100,1239170000
2017-04-05,0.037386,0.040178,0.035213999999999995,0.035545,42360300,1402530000
2017-04-06,0.035672,0.036843,0.029463,0.032665,48264600,1338210000
2017-04-07,0.03274,0.036935,0.030788999999999997,0.03632,36825000,1228290000
2017-04-08,0.036355,0.036895,0.034932,0.035849,14782600,1363900000
2017-04-09,0.035799,0.035799,0.032327,0.03402,15695600,1343050000
2017-04-10,0.034123,0.035091000000000004,0.032806,0.033598,12012700,1280150000
2017-04-11,0.033677,0.034575999999999996,0.032035,0.032951999999999995,11301000,1263420000
2017-04-12,0.033002,0.034794,0.032477,0.034336,13437000,1238110000
2017-04-13,0.034459,0.035574,0.033461000000000005,0.034383,15872400,1292790000
2017-04-14,0.034262,0.035127,0.032986,0.033779,8869300,1285920000
2017-04-15,0.033527999999999995,0.034281,0.033277,0.033955,4972610,1258400000
2017-04-16,0.03388,0.034002,0.033194,0.033462,5980280,1271610000
2017-04-17,0.0334,0.03406,0.032955,0.033655000000000004,7933260,1253560000
2017-04-18,0.033638,0.034020999999999996,0.032866,0.033184,8970210,1262530000
2017-04-19,0.033181,0.033387,0.029687,0.030173000000000002,13265600,1245350000
2017-04-20,0.030258999999999998,0.030611000000000003,0.027493,0.029983999999999997,25650400,1135700000
2017-04-21,0.029726999999999996,0.034044,0.029216000000000002,0.032780000000000004,28245700,1126210000
2017-04-22,0.033122000000000006,0.033279,0.031422000000000005,0.03177,9020550,1254840000
2017-04-23,0.031878,0.031974,0.030742000000000002,0.031278,4976320,1207680000
2017-04-24,0.031236,0.031436,0.030739,0.031383999999999995,6333250,1183370000
2017-04-25,0.031409,0.033826,0.031297000000000005,0.032346,13469200,1189920000
2017-04-26,0.032389999999999995,0.033509,0.032182999999999996,0.032797,11921700,1227080000
2017-04-27,0.032826999999999995,0.035377,0.032157,0.034816,16661600,1243640000
2017-04-28,0.034843,0.045112,0.034783999999999995,0.044475,81121600,1320040000
2017-04-29,0.044558,0.057719000000000006,0.044558,0.052868,114359000,1688070000
2017-04-30,0.05280700000000001,0.05464600000000001,0.049574,0.05160700000000001,41974200,2000600000
2017-05-01,0.051579999999999994,0.057779,0.049317,0.055115,61730100,1954090000
2017-05-02,0.05464600000000001,0.055639,0.050710000000000005,0.053908000000000005,33814700,2070240000
2017-05-03,0.053904999999999995,0.061435000000000003,0.052283,0.060489999999999995,42869000,2042180000
2017-05-04,0.061062,0.085499,0.059283,0.078914,153374000,2313340000
2017-05-05,0.080229,0.10693499999999999,0.078704,0.093551,184430000,3045130000
2017-05-06,0.093429,0.106144,0.093429,0.10179099999999999,88394200,3546160000
2017-05-07,0.10192899999999999,0.148274,0.098938,0.141763,249029000,3868770000
2017-05-08,0.14162,0.237587,0.135105,0.198212,402611000,5375270000
2017-05-09,0.19919800000000001,0.21689,0.134406,0.160074,214002000,7560680000
2017-05-10,0.158471,0.201207,0.156363,0.186066,138792000,6014860000
2017-05-11,0.18503499999999998,0.194828,0.162431,0.183135,103699000,7023110000
2017-05-12,0.18275999999999998,0.209535,0.18098399999999998,0.20606799999999997,123635000,7000780000
2017-05-13,0.206697,0.223602,0.18698,0.214878,117101000,7917710000
2017-05-14,0.215179,0.22348600000000002,0.211186,0.220223,69732000,8242620000
2017-05-15,0.22006900000000001,0.27071999999999996,0.22006900000000001,0.27071999999999996,223923000,8429940000
2017-05-16,0.26982399999999995,0.34986100000000003,0.26982399999999995,0.34986100000000003,440882000,10335800000
2017-05-17,0.355124,0.43517,0.326358,0.39413200000000004,470974000,13603300000
2017-05-18,0.394931,0.408012,0.33111599999999997,0.364869,237644000,15128200000
2017-05-19,0.363505,0.363505,0.300794,0.327801,269894000,14006800000
2017-05-20,0.328631,0.370361,0.30394099999999996,0.351634,237792000,12663000000
2017-05-21,0.353164,0.367636,0.33222199999999996,0.336201,129765000,13608300000
2017-05-22,0.338403,0.345412,0.27009099999999997,0.317954,265699000,13039500000
2017-05-23,0.313347,0.354014,0.29189299999999996,0.323368,153050000,12074100000
2017-05-24,0.325054,0.357358,0.293009,0.29589,166168000,12525200000
2017-05-25,0.29183400000000004,0.303467,0.238308,0.246065,237805000,11245100000
2017-05-26,0.245083,0.327812,0.245083,0.271808,253935000,9374260000
2017-05-27,0.27269699999999997,0.28336300000000003,0.16234500000000002,0.212549,255532000,10430500000
2017-05-28,0.212887,0.24239499999999997,0.204652,0.229554,122253000,8142790000
2017-05-29,0.22718899999999997,0.24281999999999998,0.214777,0.23206999999999997,86555600,8689830000
2017-05-30,0.23219099999999998,0.237367,0.20532399999999998,0.20532399999999998,92808700,8881150000
2017-05-31,0.20536,0.247677,0.193839,0.24659,160620000,7854880000
2017-06-01,0.243946,0.33679699999999996,0.243946,0.33365700000000004,588819000,9330770000
2017-06-02,0.33364499999999997,0.335809,0.29070999999999997,0.303448,293677000,12885900000
2017-06-03,0.30046,0.310863,0.277563,0.29458,155454000,11604300000
2017-06-04,0.29838600000000004,0.313944,0.277185,0.299413,153488000,11524200000
2017-06-05,0.29986199999999996,0.302394,0.2846,0.294003,78433500,11581200000
2017-06-06,0.294028,0.294537,0.276248,0.284548,132720000,11355900000
2017-06-07,0.284677,0.298379,0.27887399999999996,0.279783,145839000,10994700000
2017-06-08,0.280902,0.29857,0.276441,0.28967800000000005,103152000,10848900000
2017-06-09,0.289695,0.299493,0.285884,0.286019,102482000,11115900000
2017-06-10,0.285806,0.288991,0.25787899999999997,0.260874,156721000,10953900000
2017-06-11,0.259445,0.277735,0.25911300000000004,0.27275900000000003,114566000,9943590000
2017-06-12,0.273075,0.28329,0.24747600000000003,0.25396399999999997,149942000,10466000000
2017-06-13,0.253823,0.27465900000000004,0.2522,0.26615300000000003,111937000,9728120000
2017-06-14,0.265823,0.307854,0.263202,0.278447,431096000,10188000000
2017-06-15,0.278196,0.278923,0.24086799999999997,0.259266,191548000,10662200000
2017-06-16,0.259473,0.26621100000000003,0.25240799999999997,0.26206799999999997,88152400,9935290000
2017-06-17,0.262358,0.270717,0.25810500000000003,0.268351,121948000,10045800000
2017-06-18,0.268085,0.289468,0.26507800000000004,0.2846,232512000,10265000000
2017-06-19,0.283977,0.296068,0.280233,0.296068,164955000,10873600000
2017-06-20,0.292194,0.339533,0.290147,0.324427,793610000,11188200000
2017-06-21,0.324623,0.32776,0.283614,0.29636599999999996,358493000,12429900000
2017-06-22,0.299886,0.305852,0.29151900000000003,0.297848,194551000,11482700000
2017-06-23,0.297718,0.320751,0.295551,0.31997800000000004,177221000,11400100000
2017-06-24,0.319188,0.327117,0.306487,0.31111,313710000,12222100000
2017-06-25,0.310816,0.311157,0.289148,0.298423,158845000,11901600000
2017-06-26,0.29877,0.30198,0.260819,0.27728800000000003,280100000,11440300000
2017-06-27,0.27728800000000003,0.27881,0.251052,0.276306,186951000,10617700000
2017-06-28,0.275391,0.28149,0.26784,0.280455,126278000,10545100000
2017-06-29,0.280565,0.280873,0.264175,0.265421,89745300,10743200000
2017-06-30,0.26605999999999996,0.26916,0.26224200000000003,0.26293,67764500,10187800000
2017-07-01,0.262855,0.26305300000000004,0.25296599999999997,0.254744,53611000,10065100000
2017-07-02,0.254512,0.25995100000000004,0.250944,0.259449,54095000,9745600000
2017-07-03,0.258977,0.262354,0.255666,0.259959,60367800,9916580000
2017-07-04,0.259841,0.262258,0.254387,0.254709,56008900,9949670000
2017-07-05,0.255125,0.26171300000000003,0.254275,0.256523,73292100,9769110000
2017-07-06,0.256374,0.257148,0.253303,0.254641,43845800,9816910000
2017-07-07,0.254858,0.255431,0.23889200000000002,0.23948000000000003,88408000,9758870000
2017-07-08,0.23974099999999998,0.23974099999999998,0.221769,0.236134,124578000,9180000000
2017-07-09,0.236884,0.24850100000000003,0.23341599999999998,0.23341599999999998,82755000,9070620000
2017-07-10,0.234067,0.234067,0.185418,0.203165,119367000,8962770000
2017-07-11,0.196415,0.20332,0.168265,0.18501900000000002,271415000,7520990000
2017-07-12,0.184198,0.205898,0.177162,0.205354,153023000,7053180000
2017-07-13,0.205873,0.230452,0.193357,0.200809,216750000,7883170000
2017-07-14,0.200819,0.201156,0.183369,0.190769,97037600,7689650000
2017-07-15,0.190976,0.191167,0.16711800000000002,0.17058900000000002,131779000,7312750000
2017-07-16,0.16948,0.172575,0.11977,0.148056,257944000,6489640000
2017-07-17,0.150146,0.17960399999999999,0.141425,0.17788900000000002,312685000,5749320000
2017-07-18,0.179668,0.19580699999999998,0.165966,0.188718,295841000,6879740000
2017-07-19,0.188498,0.188533,0.15818800000000002,0.168388,147778000,7217840000
2017-07-20,0.170017,0.192918,0.167718,0.18829500000000002,183292000,6510190000
2017-07-21,0.18943,0.190708,0.181098,0.182608,104722000,7253530000
2017-07-22,0.182168,0.195009,0.181447,0.19332,83913800,6975460000
2017-07-23,0.19356800000000002,0.204121,0.188722,0.19505799999999998,195682000,7411980000
2017-07-24,0.19497899999999999,0.195279,0.189835,0.192002,56632800,7466020000
2017-07-25,0.19228,0.192734,0.169797,0.17810399999999998,166807000,7370540000
2017-07-26,0.177582,0.180872,0.16906,0.173822,76584600,6807110000
2017-07-27,0.17521,0.176602,0.17198,0.173457,34575100,6716190000
2017-07-28,0.173211,0.174078,0.162183,0.165937,74649800,6639700000
2017-07-29,0.165218,0.171566,0.155475,0.169871,80897000,6333340000
2017-07-30,0.169494,0.17041099999999998,0.16409400000000002,0.165082,40621700,6497250000
2017-07-31,0.16505,0.169535,0.162002,0.16738599999999998,57273800,6326860000
2017-08-01,0.168024,0.178332,0.166124,0.177053,119957000,6440860000
2017-08-02,0.177531,0.179655,0.171618,0.17311300000000002,53441400,6805300000
2017-08-03,0.173218,0.17596900000000001,0.17173,0.174612,31479000,6639970000
2017-08-04,0.174555,0.176053,0.172224,0.173743,45170000,6693120000
2017-08-05,0.17386500000000002,0.187844,0.173267,0.18473699999999998,114270000,6666640000
2017-08-06,0.185398,0.189486,0.180298,0.180444,74161600,7108860000
2017-08-07,0.17971600000000001,0.181847,0.17760499999999999,0.179021,58052100,6891020000
2017-08-08,0.179602,0.194391,0.17848699999999998,0.19258599999999998,180028000,6886620000
2017-08-09,0.192527,0.192914,0.18062899999999998,0.182947,97805400,7382220000
2017-08-10,0.183168,0.1835,0.180013,0.180399,48162800,7023380000
2017-08-11,0.180175,0.182631,0.177627,0.179307,54059700,6910180000
2017-08-12,0.179221,0.182599,0.173242,0.173853,65229300,6873590000
2017-08-13,0.173545,0.174147,0.162625,0.16809200000000002,110199000,6655930000
2017-08-14,0.168376,0.180054,0.16528900000000002,0.169991,84388300,6457680000
2017-08-15,0.16979,0.16979,0.158244,0.161221,100614000,6510400000
2017-08-16,0.16123800000000002,0.161726,0.153087,0.160431,107920000,6182490000
2017-08-17,0.16078699999999999,0.161001,0.155909,0.157498,56084300,6165190000
2017-08-18,0.157117,0.168716,0.154162,0.158883,146539000,6024470000
2017-08-19,0.159553,0.162348,0.152305,0.155057,87062100,6117890000
2017-08-20,0.154569,0.161205,0.15343199999999999,0.158735,68542800,5926770000
2017-08-21,0.15841,0.205684,0.154856,0.191918,447089000,6074040000
2017-08-22,0.194971,0.254659,0.171483,0.23928600000000003,1450040000,7475950000
2017-08-23,0.24098699999999998,0.297662,0.21999200000000002,0.246827,1770400000,9240380000
2017-08-24,0.252371,0.288783,0.21254299999999998,0.21895799999999999,1342360000,9676890000
2017-08-25,0.2172,0.232184,0.203022,0.21782800000000002,504484000,8328300000
2017-08-26,0.218256,0.229086,0.21032399999999998,0.212577,184121000,8368790000
2017-08-27,0.212617,0.212617,0.197717,0.202995,193971000,8152540000
2017-08-28,0.203425,0.23626,0.19660999999999998,0.22450799999999999,542468000,7800090000
2017-08-29,0.22402600000000003,0.22592600000000002,0.214867,0.21856399999999998,269770000,8590000000
2017-08-30,0.218871,0.229805,0.21747600000000003,0.228006,181186000,8392340000
2017-08-31,0.22755799999999998,0.261038,0.22590700000000002,0.25563,432574000,8725450000
2017-09-01,0.255803,0.256162,0.243833,0.248479,283576000,9808460000
2017-09-02,0.24934800000000001,0.24968,0.21777399999999997,0.226669,329928000,9560940000
2017-09-03,0.227229,0.236443,0.218662,0.22881100000000001,186526000,8712840000
2017-09-04,0.22878099999999998,0.22878099999999998,0.19596,0.20496799999999998,239613000,8772340000
2017-09-05,0.20511,0.21867399999999998,0.19023199999999998,0.215189,242636000,7864700000
2017-09-06,0.21495100000000003,0.22685999999999998,0.21480500000000002,0.22618600000000003,163297000,8242060000
2017-09-07,0.22638200000000003,0.22721,0.21961799999999998,0.22364,103080000,8680360000
2017-09-08,0.223615,0.22430799999999998,0.206103,0.21151799999999998,151329000,8574260000
2017-09-09,0.21129299999999998,0.211892,0.206395,0.209995,51185500,8101800000
2017-09-10,0.209606,0.216529,0.197605,0.213031,117091000,8037080000
2017-09-11,0.212513,0.220057,0.210353,0.214441,138339000,8148560000
2017-09-12,0.21486,0.220623,0.207608,0.20930300000000002,94519500,8238550000
2017-09-13,0.20963,0.20967399999999997,0.196179,0.20077799999999998,105471000,8038030000
2017-09-14,0.200427,0.20201,0.164167,0.164167,152533000,7685140000
2017-09-15,0.165035,0.189184,0.150973,0.181358,289414000,6328090000
2017-09-16,0.181925,0.187417,0.172279,0.179082,84495200,6975690000
2017-09-17,0.178377,0.181121,0.171017,0.178393,49161100,6839640000
2017-09-18,0.178309,0.190019,0.178309,0.18976800000000002,88397900,6837060000
2017-09-19,0.18981900000000002,0.19068,0.181334,0.184041,54046100,7278390000
2017-09-20,0.18370999999999998,0.186229,0.180333,0.182078,34521600,7044160000
2017-09-21,0.180981,0.182109,0.171148,0.171754,43583200,6939500000
2017-09-22,0.171567,0.17587,0.169291,0.17351,37244700,6578530000
2017-09-23,0.173371,0.178672,0.17152699999999999,0.17788199999999998,32476700,6647700000
2017-09-24,0.178175,0.17893900000000001,0.17416500000000001,0.175787,20566500,6831900000
2017-09-25,0.175519,0.18366500000000002,0.174939,0.18148699999999998,35622600,6730080000
2017-09-26,0.18196800000000002,0.191247,0.180085,0.186119,70000700,6977340000
2017-09-27,0.185297,0.20768699999999998,0.185098,0.203299,249934000,7105010000
2017-09-28,0.202532,0.203271,0.19134400000000001,0.196131,117962000,7765860000
2017-09-29,0.196105,0.196203,0.187172,0.193606,72291200,7519420000
2017-09-30,0.193824,0.199826,0.193497,0.197529,54729300,7431970000
2017-10-01,0.197622,0.20718499999999998,0.19617,0.20653200000000002,51345500,7577590000
2017-10-02,0.206077,0.206556,0.199444,0.202676,77412300,7901790000
2017-10-03,0.203209,0.204808,0.19873,0.203318,48703100,7791820000
2017-10-04,0.203218,0.21702399999999997,0.202647,0.21477399999999996,123573000,7792170000
2017-10-05,0.215583,0.24102300000000002,0.215583,0.23701599999999998,404299000,8266280000
2017-10-06,0.23772600000000002,0.24242399999999997,0.233533,0.234039,167492000,9115310000
2017-10-07,0.233963,0.23933600000000002,0.23347800000000002,0.23861,77950200,9030320000
2017-10-08,0.238312,0.279944,0.23753200000000002,0.279944,529838000,9198180000
2017-10-09,0.278758,0.278758,0.24043,0.251825,610110000,10759300000
2017-10-10,0.252825,0.26655999999999996,0.241193,0.260733,384049000,9758310000
2017-10-11,0.260658,0.267843,0.25908000000000003,0.264439,161206000,10061500000
2017-10-12,0.265046,0.267468,0.248414,0.248414,245004000,10230900000
2017-10-13,0.24828499999999998,0.26425,0.238867,0.26048899999999997,398689000,9583920000
2017-10-14,0.26115,0.267721,0.25732,0.25732,211160000,10062500000
2017-10-15,0.257537,0.268419,0.249048,0.26398299999999997,280211000,9923310000
2017-10-16,0.263386,0.29135900000000003,0.24900999999999998,0.256232,963158000,10148700000
2017-10-17,0.256098,0.26314699999999996,0.222939,0.232064,411265000,9867860000
2017-10-18,0.23121599999999998,0.23815,0.207265,0.21852,354225000,8909100000
2017-10-19,0.218229,0.23179,0.208317,0.21515,304542000,8408710000
2017-10-20,0.215086,0.223822,0.208754,0.210549,182704000,8287600000
2017-10-21,0.210189,0.212381,0.200774,0.21101599999999998,116807000,8098920000
2017-10-22,0.21095799999999998,0.21190100000000003,0.200722,0.204177,75849500,8128520000
2017-10-23,0.203504,0.20391900000000002,0.190729,0.196928,99914800,7841330000
2017-10-24,0.19556700000000002,0.21750799999999998,0.19045499999999999,0.206644,220081000,7535480000
2017-10-25,0.20711300000000002,0.20823699999999998,0.201803,0.204604,75017500,7980370000
2017-10-26,0.20444400000000001,0.206289,0.20265999999999998,0.203628,38193100,7877530000
2017-10-27,0.20366800000000002,0.204492,0.201771,0.202785,29623000,7847650000
2017-10-28,0.202592,0.203476,0.201401,0.201835,26864900,7806200000
2017-10-29,0.20135799999999998,0.205209,0.200075,0.202785,62511100,7758640000
2017-10-30,0.203076,0.20413499999999998,0.20194600000000001,0.202711,34835100,7824820000
2017-10-31,0.202405,0.203778,0.200461,0.200558,43875700,7798990000
2017-11-01,0.200247,0.20150099999999999,0.193613,0.194124,67921000,7715840000
2017-11-02,0.194596,0.211848,0.183815,0.20586100000000002,197770000,7498090000
2017-11-03,0.20620500000000003,0.22802600000000003,0.201728,0.20813299999999998,373402000,7945410000
2017-11-04,0.208083,0.208479,0.20213299999999998,0.20375,74013200,8017770000
2017-11-05,0.203274,0.20512399999999997,0.20111700000000002,0.20205499999999998,46959000,7832450000
2017-11-06,0.201967,0.208662,0.20140999999999998,0.20599,102233000,7782080000
2017-11-07,0.205103,0.211375,0.203978,0.21035399999999999,114073000,7902920000
2017-11-08,0.210675,0.221458,0.20806,0.217437,156959000,8117620000
2017-11-09,0.21791100000000002,0.221791,0.21486599999999997,0.21748800000000001,147917000,8396440000
2017-11-10,0.218256,0.21906799999999998,0.20526,0.206483,141033000,8409740000
2017-11-11,0.205948,0.214456,0.205459,0.21043,134503000,7935490000
2017-11-12,0.21021399999999998,0.21021399999999998,0.195389,0.19733900000000001,251175000,8099860000
2017-11-13,0.197472,0.20408099999999998,0.197456,0.203442,132567000,7608890000
2017-11-14,0.203679,0.213693,0.203679,0.209825,127361000,7866670000
2017-11-15,0.20893699999999998,0.21310500000000002,0.208058,0.212956,100294000,8069730000
2017-11-16,0.212655,0.27179000000000003,0.209287,0.227107,1022580000,8213360000
2017-11-17,0.224768,0.239409,0.220273,0.226581,397071000,8681190000
2017-11-18,0.22654699999999997,0.23039899999999996,0.22239899999999999,0.228627,144298000,8749900000
2017-11-19,0.22814,0.236231,0.226037,0.231016,193808000,8811410000
2017-11-20,0.231336,0.24343,0.230917,0.23875900000000003,214663000,8934850000
2017-11-21,0.23797800000000002,0.24097399999999997,0.2272,0.233271,217851000,9191390000
2017-11-22,0.23264200000000002,0.240848,0.232317,0.23885900000000002,167078000,8985300000
2017-11-23,0.23899099999999998,0.250096,0.237304,0.242402,240685000,9230520000
2017-11-24,0.242851,0.24538800000000002,0.238421,0.244642,211486000,9379600000
2017-11-25,0.244178,0.2557,0.24358400000000002,0.252393,212593000,9430850000
2017-11-26,0.25291399999999997,0.25291399999999997,0.24858899999999998,0.24881799999999998,133297000,9768270000
2017-11-27,0.24830500000000003,0.254733,0.24786100000000003,0.253927,196735000,9590240000
2017-11-28,0.254037,0.301084,0.253415,0.299152,720743000,9811650000
2017-11-29,0.297867,0.297867,0.239409,0.24306399999999997,541178000,11504500000
2017-11-30,0.24643299999999999,0.261524,0.229586,0.25087800000000005,270907000,9517940000
2017-12-01,0.250352,0.258828,0.239438,0.25569899999999995,182992000,9669290000
2017-12-02,0.255656,0.259218,0.250756,0.255492,118250000,9874190000
2017-12-03,0.25553000000000003,0.263072,0.24739099999999997,0.252558,134710000,9869310000
2017-12-04,0.252919,0.255362,0.24716,0.253571,104650000,9768480000
2017-12-05,0.253598,0.253988,0.245234,0.24610100000000001,174591000,9815990000
2017-12-06,0.245416,0.245705,0.227742,0.232544,274526000,9507190000
2017-12-07,0.232623,0.23376,0.22134,0.222823,275205000,9011630000
2017-12-08,0.223636,0.278673,0.22216799999999998,0.252125,660172000,8663460000
2017-12-09,0.252162,0.255684,0.240073,0.24470799999999998,205289000,9768540000
2017-12-10,0.245548,0.245548,0.229304,0.237333,198174000,9512330000
2017-12-11,0.23657399999999998,0.252777,0.23580399999999999,0.251691,176101000,9164670000
2017-12-12,0.252258,0.43410200000000004,0.250961,0.373541,1555040000,9772240000
2017-12-13,0.372689,0.513768,0.342964,0.471063,2738760000,14437600000
2017-12-14,0.47064799999999996,0.892267,0.466401,0.8642629999999999,6358700000,18232500000
2017-12-15,0.8617600000000001,0.8617600000000001,0.666114,0.756181,3194210000,33383900000
2017-12-16,0.7554930000000001,0.815923,0.741667,0.758642,1334770000,29267100000
2017-12-17,0.754125,0.765981,0.719929,0.728366,805200000,29214200000
2017-12-18,0.728036,0.792014,0.6893229999999999,0.778407,1342720000,28203500000
2017-12-19,0.777447,0.8635360000000001,0.756724,0.791257,1449670000,30117600000
2017-12-20,0.787171,0.789044,0.730953,0.775964,1007420000,30494300000
2017-12-21,0.782515,1.24,0.782515,1.19,3626110000,30314000000
2017-12-22,1.17,1.38,0.741013,1.14,4644700000,45189500000
2017-12-23,1.17,1.21,1.08,1.17,1497590000,45167600000
2017-12-24,1.18,1.18,0.911226,1.04,754959000,45541100000
2017-12-25,1.05,1.13,1.0,1.12,686014000,40506000000
2017-12-26,1.12,1.19,1.09,1.19,938847000,43455400000
2017-12-27,1.18,1.47,1.18,1.4,2854260000,45875700000
2017-12-28,1.39,1.5,1.26,1.43,2843300000,53998200000
2017-12-29,1.44,2.27,1.44,2.21,7545740000,55767500000
2017-12-30,2.2,2.85,2.04,2.16,8108390000,85187400000
2017-12-31,2.1,2.39,1.87,2.3,4642080000,81162600000
2018-01-01,2.3,2.39,2.15,2.39,1894230000,88945900000
2018-01-02,2.37,2.49,2.25,2.48,3171010000,91791800000
2018-01-03,2.46,3.28,2.44,3.11,6635880000,95457200000
2018-01-04,3.12,3.84,3.12,3.2,8103660000,120763000000
2018-01-05,3.3,3.56,2.83,3.05,6288500000,127870000000
2018-01-06,3.02,3.24,2.99,3.09,2777560000,117033000000
2018-01-07,3.09,3.49,3.08,3.38,2395150000,119819000000
2018-01-08,3.36,3.36,2.07,2.46,3315260000,130302000000
2018-01-09,2.44,2.53,1.98,2.1,3694700000,94657500000
2018-01-10,2.13,2.16,1.7,1.97,4833640000,82511000000
2018-01-11,1.98,2.25,1.62,1.95,6296120000,76711800000
2018-01-12,1.94,2.16,1.87,2.04,3330810000,75172500000
2018-01-13,2.05,2.12,1.98,2.02,2130170000,79469700000
2018-01-14,2.02,2.02,1.81,1.86,1978200000,78195800000
2018-01-15,1.86,1.9,1.67,1.68,1838460000,71909400000
2018-01-16,1.68,1.7,0.9093129999999999,1.18,5687960000,65018400000
2018-01-17,1.18,1.38,0.897797,1.31,7251210000,45854700000
2018-01-18,1.31,1.73,1.26,1.6,9110440000,50577100000
2018-01-19,1.58,1.7,1.5,1.55,3697430000,61291900000
2018-01-20,1.56,1.63,1.5,1.58,2346450000,60543000000
